"","word1","word2","n"
"1170","miss","bickerton",3
"1171","miss","elliot's",3
"1172","miss","frances",3
"1173","miss","julia",3
"1174","miss","louisa",3
"1175","miss","lydia",3
"1176","moderate","sized",3
"1177","moment's","consideration",3
"1178","moment's","reflection",3
"1179","moment's","regret",3
"1180","moment's","silence",3
"1181","moment's","uneasiness",3
"1182","monday","morning",3
"1183","months","cried",3
"1184","morning","marianne",3
"1185","morrow","night",3
"1186","mother's","account",3
"1187","mother's","anger",3
"1188","mother's","consent",3
"1189","mother's","spectacles",3
"1190","mutual","attachment",3
"1191","mutual","silence",3
"1192","narrow","minded",3
"1193","narrow","winding",3
"1194","natural","daughter",3
"1195","natural","delicacy",3
"1196","natural","grace",3
"1197","natural","result",3
"1198","natured","woman",3
"1199","navy","list",3
"1200","nodding","significantly",3
"1201","norland","estate",3
"1202","norris's","death",3
"1203","north","yarmouth",3
"1204","november","day",3
"1205","nursery","maid",3
"1206","observe","sir",3
"1207","olive","branch",3
"1208","opposite","feelings",3
"1209","palmer","laughed",3
"1210","party","broke",3
"1211","party","concerned",3
"1212","party","round",3
"1213","passed","quietly",3
"1214","past","folly",3
"1215","past","scenes",3
"1216","pause","succeeded",3
"1217","pemberley","house",3
"1218","perfect","beauty",3
"1219","perfectly","agreeable",3
"1220","perfectly","assured",3
"1221","perfectly","calm",3
"1222","perfectly","equal",3
"1223","perfectly","resolved",3
"1224","perfectly","true",3
"1225","perfectly","unsuspicious",3
"1226","personal","beauty",3
"1227","picturesque","beauty",3
"1228","pink","satin",3
"1229","pleasing","manners",3
"1230","poor","aunt",3
"1231","poor","catherine",3
"1232","poor","creatures",3
"1233","poor","elinor",3
"1234","poor","friend",3
"1235","poor","husband",3
"1236","poor","lydia",3
"1237","poor","woman",3
"1238","pray","sir",3
"1239","pray","write",3
"1240","preceding","evening",3
"1241","pressing","entreaties",3
"1242","pretty","behaved",3
"1243","pretty","woman",3
"1244","pretty","women",3
"1245","prime","object",3
"1246","principal","object",3
"1247","proceeded","upstairs",3
"1248","proper","direction",3
"1249","proper","measures",3
"1250","proper","submission",3
"1251","quick","pace",3
"1252","quit","kellynch",3
"1253","quivering","lip",3
"1254","rain","continued",3
"1255","reached","mansfield",3
"1256","reaching","home",3
"1257","read","aloud",3
"1258","readily","engaged",3
"1259","ready","furnished",3
"1260","real","comfort",3
"1261","real","elegance",3
"1262","real","friends",3
"1263","real","friendship",3
"1264","real","satisfaction",3
"1265","real","situation",3
"1266","regular","features",3
"1267","remarkably","clever",3
"1268","remarkably","pretty",3
"1269","repeated","assurances",3
"1270","repeated","miss",3
"1271","replied","harriet",3
"1272","replied","wickham",3
"1273","return","home",3
"1274","returned","emma",3
"1275","robert's","offence",3
"1276","rosings","park",3
"1277","round","game",3
"1278","sad","change",3
"1279","sad","girl",3
"1280","sanguine","temper",3
"1281","sat","musing",3
"1282","satin","cloak",3
"1283","scarcely","allowed",3
"1284","scarcely","heard",3
"1285","scarcely","knowing",3
"1286","scene","painter",3
"1287","sea","air",3
"1288","sea","bathing",3
"1289","settled","rain",3
"1290","seventy","miles",3
"1291","short","sentence",3
"1292","short","struggle",3
"1293","short","visit",3
"1294","silent","attention",3
"1295","silent","indignation",3
"1296","silver","knife",3
"1297","sincerely","hope",3
"1298","sir","basil",3
"1299","sir","lewis",3
"1300","sister","dear",3
"1301","sister","elizabeth",3
"1302","sister","lady",3
"1303","sister","miss",3
"1304","sister's","health",3
"1305","sister's","marriage",3
"1306","sister's","sake",3
"1307","sister's","spirits",3
"1308","slave","trade",3
"1309","sleepless","night",3
"1310","slightest","allusion",3
"1311","slightest","hint",3
"1312","smart","beaux",3
"1313","softened","voice",3
"1314","sotherton","court",3
"1315","soul","cried",3
"1316","south","east",3
"1317","spare","time",3
"1318","speak","disrespectfully",3
"1319","spirits","improved",3
"1320","spoiled","child",3
"1321","stable","yard",3
"1322","stop","stop",3
"1323","stopping","short",3
"1324","striking","resemblance",3
"1325","strong","effort",3
"1326","strong","feeling",3
"1327","strong","hopes",3
"1328","strong","impression",3
"1329","strong","inclination",3
"1330","strong","objections",3
"1331","strongly","inclined",3
"1332","subject","chapter",3
"1333","subject","elinor",3
"1334","sudden","resolution",3
"1335","suddenly","addressed",3
"1336","sufficient","income",3
"1337","sufficient","reason",3
"1338","superior","creature",3
"1339","sweet","pretty",3
"1340","sweet","temper",3
"1341","sweetest","girls",3
"1342","talking","nonsense",3
"1343","telling","miss",3
"1344","ten","guineas",3
"1345","tender","concern",3
"1346","thinking","aloud",3
"1347","thirty","miles",3
"1348","thousand","times",3
"1349","till","late",3
"1350","till","roused",3
"1351","till","tomorrow",3
"1352","time","draws",3
"1353","time","fanny",3
"1354","time","fixed",3
"1355","time","passed",3
"1356","tolerably","comfortable",3
"1357","total","change",3
"1358","totally","opposite",3
"1359","totally","unlike",3
"1360","totally","unsuspicious",3
"1361","true","attachment",3
"1362","true","delicacy",3
"1363","unaffected","girls",3
"1364","uncomfortable","feelings",3
"1365","union","street",3
"1366","unwearied","diligence",3
"1367","upper","window",3
"1368","usual","employments",3
"1369","utmost","politeness",3
"1370","viscountess","dalrymple",3
"1371","visit","afforded",3
"1372","visitor","entered",3
"1373","waiting","till",3
"1374","walk","round",3
"1375","warm","admiration",3
"1376","warm","bath",3
"1377","warm","heart",3
"1378","water","colours",3
"1379","weeks","past",3
"1380","wentworth","anne",3
"1381","west","front",3
"1382","weston","looked",3
"1383","white","attic",3
"1384","wickham's","character",3
"1385","william","lucas's",3
"1386","william","price's",3
"1387","william's","promotion",3
"1388","willoughby's","behaviour",3
"1389","willoughby's","letter",3
"1390","window","curtains",3
"1391","woman","reigns",3
"1392","woman's","feelings",3
"1393","woody","hills",3
"1394","word","elinor",3
"1395","word","miss",3
"1396","words","spoken",3
"1397","world","elinor",3
"1398","worth","attending",3
"1399","worth","preserving",3
"1400","worth","reading",3
"1401","wretched","feelings",3
"1402","write","directly",3
"1403","yesterday's","party",3
"1404","_at_","_times_",2
"1405","_con_","_amore_",2
"1406","_could_","_be_",2
"1407","_had_","begun",2
"1408","_has_","_been_",2
"1409","_menus_","_plaisirs_",2
"1410","_more_","wonderful",2
"1411","_my_","affections",2
"1412","_my_","sake",2
"1413","_not_","write",2
"1414","_will_","leave",2
"1415","abominable","pride",2
"1416","abominable","sort",2
"1417","abominably","ill",2
"1418","abominably","rude",2
"1419","absent","friend",2
"1420","absent","sir",2
"1421","absolute","madness",2
"1422","absolutely","charming",2
"1423","absolutely","hopeless",2
"1424","absolutely","plain",2
"1425","absolutely","refused",2
"1426","absolutely","settled",2
"1427","absolutely","unnecessary",2
"1428","accidental","meeting",2
"1429","accidentally","hearing",2
"1430","accidentally","met",2
"1431","accomplished","girl",2
"1432","acting","scheme",2
"1433","actual","felicity",2
"1434","acute","suffering",2
"1435","added","charlotte",2
"1436","added","elinor",2
"1437","added","kitty",2
"1438","added","maria",2
"1439","added","miss",2
"1440","additional","pain",2
"1441","advanced","age",2
"1442","advantageously","married",2
"1443","affected","indifference",2
"1444","affected","poor",2
"1445","affected","unconcern",2
"1446","affection","fanny",2
"1447","affection","miss",2
"1448","affectionate","father",2
"1449","affectionate","friend",2
"1450","affectionate","solicitude",2
"1451","affectionate","son",2
"1452","affectionate","sympathy",2
"1453","afraid","miss",2
"1454","agitated","air",2
"1455","agitated","happy",2
"1456","agitated","voice",2
"1457","ago","emma",2
"1458","agreeable","companion",2
"1459","agreeable","day",2
"1460","agreeable","people",2
"1461","agreeable","prospect",2
"1462","agreeable","recollections",2
"1463","agreeable","surprize",2
"1464","agreeable","woman",2
"1465","ah","cried",2
"1466","ah","ma'am",2
"1467","ah","sir",2
"1468","ah","united",2
"1469","air","altogether",2
"1470","alarm","set",2
"1471","alarming","ideas",2
"1472","alarming","symptoms",2
"1473","alas","alas",2
"1474","allen's","house",2
"1475","allen's","opinion",2
"1476","altered","countenance",2
"1477","amazing","match",2
"1478","amiable","charlotte",2
"1479","amiable","charming",2
"1480","amiable","creature",2
"1481","amiable","girl",2
"1482","amiable","heart",2
"1483","amiable","light",2
"1484","amiable","pleasing",2
"1485","amiable","qualities",2
"1486","amiable","solicitude",2
"1487","amiable","temper",2
"1488","amiable","woman",2
"1489","ample","justice",2
"1490","amply","repaid",2
"1491","ancient","building",2
"1492","ancient","family",2
"1493","angry","pride",2
"1494","anne","anne",2
"1495","anne","cox",2
"1496","anne","eagerly",2
"1497","anne","hoped",2
"1498","anne","ventured",2
"1499","anne's","cheeks",2
"1500","anne's","heart",2
"1501","answer","arrived",2
"1502","answer","ready",2
"1503","answered","marianne",2
"1504","anxious","curiosity",2
"1505","anxious","desire",2
"1506","anxious","entreaty",2
"1507","anxious","father",2
"1508","anxious","feelings",2
"1509","anxious","friend",2
"1510","anxious","inquiry",2
"1511","anxious","parade",2
"1512","anxious","period",2
"1513","anxious","solicitude",2
"1514","anxiously","expected",2
"1515","apparent","consciousness",2
"1516","apple","trees",2
"1517","appointed","time",2
"1518","approaching","marriage",2
"1519","approval","beam",2
"1520","arch","smile",2
"1521","ardent","disinterested",2
"1522","ardent","love",2
"1523","arms","round",2
"1524","arrived","emma",2
"1525","asleep","chapter",2
"1526","assiduous","attentions",2
"1527","astonished","eyes",2
"1528","attentions","fanny",2
"1529","attentive","listener",2
"1530","attentive","neighbour",2
"1531","audible","whisper",2
"1532","aunt","bertram's",2
"1533","aunt","told",2
"1534","aunt","wished",2
"1535","austen","chapter",2
"1536","avoid","answering",2
"1537","avoid","hearing",2
"1538","awkward","business",2
"1539","awkward","feelings",2
"1540","awkward","moment",2
"1541","awkward","pause",2
"1542","awkward","sensations",2
"1543","bad","air",2
"1544","bad","business",2
"1545","bad","chance",2
"1546","bad","connexion",2
"1547","bad","hands",2
"1548","bad","plan",2
"1549","bad","school",2
"1550","baked","apple",2
"1551","barely","time",2
"1552","baron","wildenheim",2
"1553","baronet's","family",2
"1554","barton","valley",2
"1555","bates's","door",2
"1556","bath","life",2
"1557","bath","miss",2
"1558","bath","paper",2
"1559","bath","sir",2
"1560","beating","heart",2
"1561","beautiful","country",2
"1562","beautiful","creature",2
"1563","beechen","cliff",2
"1564","begged","leave",2
"1565","begin","dancing",2
"1566","begin","directly",2
"1567","behaved","extremely",2
"1568","behaved","girls",2
"1569","behaved","shamefully",2
"1570","bella's","throat",2
"1571","beloved","child",2
"1572","beloved","friend",2
"1573","beloved","home",2
"1574","bennet","accepted",2
"1575","bennet","miss",2
"1576","bennet","sat",2
"1577","bennet's","eyes",2
"1578","bennet's","visit",2
"1579","benwick's","manners",2
"1580","bertram","agreed",2
"1581","bertram's","sister",2
"1582","betty's","sister",2
"1583","bid","fair",2
"1584","bingley","immediately",2
"1585","bingley","likes",2
"1586","bingley","looked",2
"1587","bingley","replied",2
"1588","bingley's","attentions",2
"1589","bingley's","friend",2
"1590","bitter","feelings",2
"1591","black","mare",2
"1592","black","word",2
"1593","blind","partiality",2
"1594","blue","coat",2
"1595","blue","dress",2
"1596","blue","sky",2
"1597","blush","unseen",2
"1598","boasted","power",2
"1599","body","found",2
"1600","body's","eyes",2
"1601","body's","words",2
"1602","bold","surmise",2
"1603","bolder","rider",2
"1604","brandon","appeared",2
"1605","breakfast","hour",2
"1606","bright","eyes",2
"1607","bright","morning",2
"1608","brighter","hope",2
"1609","bring","jane",2
"1610","brings","behold",2
"1611","brother","captain",2
"1612","brother","edmund",2
"1613","brother","elinor",2
"1614","brother","gardiner's",2
