Parent	Child	relationType	edgeScore	Freq
LRRC8D	KCNJ2	Type 0	0.501343	0.501343
THBD	TLR2	Type 0	1.000000	1.000000
B3GALNT1	TLR2	Type 0	0.300874	0.300874
CELSR1	TLR2	Type 0	0.297784	0.297784
ITGA6	VASH2	Type 0	0.300502	0.300502
CAMK4	VASH2	Type 0	0.244954	0.244954
LOC653506	VASH2	Type 0	0.220233	0.220233
SEPT6	VASH2	Type 0	0.370447	0.370447
SPSB1	VASH2	Type 0	0.998595	0.998595
VASH2	KIAA2022	Type 0	0.220339	0.220339
VASH2	SPINK5L3	Type 0	0.293944	0.293944
MTPN	SLC13A4	Type 0	0.317155	0.317155
ZNF800	SLC13A4	Type 0	0.475718	0.475718
NDUFA5	SLC13A4	Type 0	0.988469	0.988469
SLC13A4	DAPK1	Type 0	0.278802	0.278802
SLC13A4	SLC30A1	Type 0	0.730526	0.730526
SLC13A4	GALT	Type 0	0.537190	0.537190
SLC13A4	VNN3	Type 0	0.296741	0.296741
SLC13A4	MOSPD3	Type 0	0.270166	0.270166
LOXL2	HEG1	Type 0	0.994576	0.994576
COL12A1	HEG1	Type 0	0.249720	0.249720
HEG1	PSG7	Type 0	0.207547	0.207547
HEG1	MARCKS	Type 0	0.234483	0.234483
HEG1	TMEM16B	Type 0	0.203817	0.203817
EIF1AX	PDE4D	Type 0	1.000000	1.000000
HNRPDL	PS1TP4	Type 0	0.299911	0.299911
SLC17A5	PS1TP4	Type 0	0.298969	0.298969
CUL4A	PS1TP4	Type 0	0.222624	0.222624
DCUN1D4	PS1TP4	Type 0	0.226431	0.226431
C1orf172	ANKRD28	Type 0	0.989312	0.989312
NRARP	ANKRD28	Type 0	0.294371	0.294371
RAB17	SGK3	Type 0	0.499037	0.499037
ERBB3	SGK3	Type 0	0.239959	0.239959
KIAA1598	SGK3	Type 0	0.206868	0.206868
MCOLN3	SGK3	Type 0	0.200429	0.200429
UBL3	SGK3	Type 0	0.298990	0.298990
IMPACT	SGK3	Type 0	0.246575	0.246575
PTPRC	CDC42	Type 0	0.992514	0.992514
CD9	CDC42	Type 0	0.216860	0.216860
WAS	CDC42	Type 0	0.272104	0.272104
KIAA0284	CDC42	Type 0	0.275649	0.275649
AXIN2	CDX2	Type 0	0.289479	0.289479
CDH17	CDX2	Type 0	0.295185	0.295185
NR3C1	CDX2	Type 0	0.250891	0.250891
LY6G6D	CDX2	Type 0	0.254902	0.254902
CDX2	MSX1	Type 0	0.207488	0.207488
CDX2	NEFH	Type 0	0.300221	0.300221
CDX2	ARG2	Type 0	0.283344	0.283344
CDX2	ZNF703	Type 0	0.866100	0.866100
ALS2CR13	KLHL24	Type 0	0.795480	0.795480
EMILIN2	PHKB	Type 0	0.284314	0.284314
TNFRSF14	PHKB	Type 0	0.299921	0.299921
P2RY6	PHKB	Type 0	0.229787	0.229787
GPT2	PHKB	Type 0	0.339918	0.339918
AKTIP	PHKB	Type 0	0.619910	0.619910
PHKB	EMILIN2	Type 0	0.423077	0.423077
PHKB	ECHDC1	Type 0	0.299048	0.299048
PHKB	ZNF556	Type 0	0.299517	0.299517
FAM19A5	CNTN1	Type 0	0.459265	0.459265
CPLX2	CNTN1	Type 0	0.476923	0.476923
PCOLCE2	CNTN1	Type 0	0.767088	0.767088
CNTN1	CPLX2	Type 0	0.523077	0.523077
USH1C	TMC7	Type 0	0.335583	0.335583
GJB4	TMC7	Type 0	0.239836	0.239836
FZD5	TMC7	Type 0	0.991409	0.991409
GPX2	TMC7	Type 0	0.562229	0.562229
TMC7	FOXA2	Type 0	0.293955	0.293955
TMC7	JAG1	Type 0	0.281999	0.281999
TMC7	NTSR1	Type 0	0.207241	0.207241
TMC7	AADAC	Type 0	0.248087	0.248087
TMC7	OXCT1	Type 0	1.000000	1.000000
TMC7	KCNN2	Type 0	0.298936	0.298936
TMC7	MSC	Type 0	0.349462	0.349462
TMC7	C20orf23	Type 0	0.280702	0.280702
CD247	CD3G	Type 0	0.532018	0.532018
CD3D	CD3G	Type 0	0.564870	0.564870
EVL	CD3G	Type 0	0.226925	0.226925
BCL2L2	CD3G	Type 0	0.430322	0.430322
UBASH3A	CD3G	Type 0	0.291571	0.291571
TRAC	CD3G	Type 0	0.268194	0.268194
CD3G	TRAT1	Type 0	0.562364	0.562364
CD3G	MAL	Type 0	1.000000	1.000000
CD3G	CD3D	Type 0	0.376740	0.376740
CD3G	USP44	Type 0	0.252568	0.252568
CD3G	IL4	Type 0	0.891255	0.891255
CD3G	TFDP2	Type 0	0.469609	0.469609
CD3G	VIPR2	Type 0	0.275976	0.275976
CD3G	UBASH3A	Type 0	0.604370	0.604370
CD3G	ANKRD55	Type 0	0.337108	0.337108
CD3G	C17orf67	Type 0	0.247627	0.247627
CTSB	PRKCDBP	Type 0	0.647154	0.647154
CTSB	NDRG1	Type 0	0.412355	0.412355
ABLIM3	CCDC19	Type 0	0.482667	0.482667
SERPINB7	CCDC19	Type 0	0.318267	0.318267
LMNA	CCDC19	Type 0	0.239872	0.239872
AFM	MYBPC1	Type 0	0.319307	0.319307
KIAA1244///HEBP2	MYBPC1	Type 0	0.395770	0.395770
KRTAP19-4	MYBPC1	Type 0	0.331803	0.331803
PAX4	MYBPC1	Type 0	0.211845	0.211845
C3orf30	MYBPC1	Type 0	0.489664	0.489664
MYBPC1	LHCGR	Type 0	0.796094	0.796094
MYBPC1	PRY	Type 0	0.421053	0.421053
MYBPC1	MAGEB10	Type 0	0.888889	0.888889
MYBPC1	NPY2R	Type 0	0.564242	0.564242
MYBPC1	C7orf33	Type 0	0.919757	0.919757
MYBPC1	TEX101	Type 0	0.215743	0.215743
MYBPC1	CR2	Type 0	0.299894	0.299894
MYBPC1	DEFB126	Type 0	0.691633	0.691633
MYBPC1	AFM	Type 0	0.477229	0.477229
MYBPC1	KCNB2	Type 0	0.297939	0.297939
MYBPC1	KIAA1244///HEBP2	Type 0	0.568436	0.568436
MYBPC1	ELF5	Type 0	0.727911	0.727911
MYBPC1	CPA2	Type 0	0.494016	0.494016
MYBPC1	KRTAP19-4	Type 0	0.607313	0.607313
MYBPC1	CLCA3	Type 0	0.420276	0.420276
MYBPC1	PAX4	Type 0	0.684200	0.684200
MYBPC1	C3orf30	Type 0	0.510336	0.510336
MYBPC1	SCGB1D1	Type 0	0.309068	0.309068
MYBPC1	RP11-145H9.1	Type 0	0.427388	0.427388
MYBPC1	RAX	Type 0	0.279609	0.279609
TNFRSF17	FAM125B	Type 0	0.214286	0.214286
CD86	FAM125B	Type 0	0.252125	0.252125
ANKRD43	FAM125B	Type 0	0.449450	0.449450
TENC1	HPCAL1	Type 0	0.245570	0.245570
DDEF2	HPCAL1	Type 0	0.303351	0.303351
PYGB	HPCAL1	Type 0	0.474217	0.474217
LTBP3	HPCAL1	Type 0	0.997751	0.997751
HPCAL1	TM4SF18	Type 0	0.308969	0.308969
CD59	SERINC3	Type 0	0.335637	0.335637
CTSA	SERINC3	Type 0	0.756010	0.756010
MTFMT	SERINC3	Type 0	0.548917	0.548917
WDR43	SERINC3	Type 0	0.354802	0.354802
SERINC3	SLC16A9	Type 0	0.324552	0.324552
SERINC3	ZBTB38	Type 0	0.505007	0.505007
SERINC3	MAN2A1	Type 0	0.280649	0.280649
SERINC3	C6orf52	Type 0	0.200959	0.200959
SERINC3	TRIM44	Type 0	0.392857	0.392857
SERINC3	LEPROT	Type 0	0.236721	0.236721
SERINC3	RICH2	Type 0	0.342178	0.342178
SERINC3	CTSA	Type 0	0.242037	0.242037
SERINC3	RAP1GDS1	Type 0	0.297524	0.297524
SERINC3	AKAP3	Type 0	0.665064	0.665064
SERINC3	MTFMT	Type 0	0.283574	0.283574
SERINC3	MEIG1	Type 0	0.252393	0.252393
SERINC3	LOC153222	Type 0	0.303137	0.303137
SERINC3	TTC14	Type 0	0.268739	0.268739
CDH3	MT1F	Type 0	0.999430	0.999430
C1orf172	MT1F	Type 0	0.316664	0.316664
PAK6	MT1F	Type 0	0.440327	0.440327
LTB4DH	PSRC1	Type 0	0.367347	0.367347
DZIP1L	PSRC1	Type 0	0.211021	0.211021
FAM64A	PSRC1	Type 0	0.993098	0.993098
PSRC1	ADFP	Type 0	0.289097	0.289097
PSRC1	CPNE2	Type 0	0.287460	0.287460
PSRC1	BTG1	Type 0	1.000000	1.000000
NRBP2	ZNF358	Type 0	0.997137	0.997137
FLJ39378	ZNF358	Type 0	0.567748	0.567748
BRI3BP	ZNF358	Type 0	0.281052	0.281052
PPP2R5B	ZNF358	Type 0	0.221432	0.221432
ZNF358	C9orf127	Type 0	0.501390	0.501390
ZNF358	SNTB2	Type 0	0.299562	0.299562
CSF2	PTPRE	Type 0	0.259028	0.259028
MCTP2	PTPRE	Type 0	0.925758	0.925758
VAMP8	PTPRE	Type 0	0.588399	0.588399
ZBED2	PTPRE	Type 0	0.203985	0.203985
TMEM154	PTPRE	Type 0	0.314141	0.314141
LGALS9	PTPRE	Type 0	0.211500	0.211500
ACSL5	PTPRE	Type 0	0.305876	0.305876
FER1L3	KCTD11	Type 0	0.971994	0.971994
KCTD11	ZFP36L1	Type 0	0.999090	0.999090
KCTD11	INSM1	Type 0	1.000000	1.000000
KCTD11	SLC25A43	Type 0	0.240580	0.240580
KMO	OPN3	Type 0	0.622289	0.622289
THSD7A	OPN3	Type 0	0.295111	0.295111
ACCN2	OPN3	Type 0	0.279324	0.279324
QKI	OPN3	Type 0	0.300690	0.300690
RPL34	OPN3	Type 0	0.272661	0.272661
SCARA5	OPN3	Type 0	0.296736	0.296736
CHML	OPN3	Type 0	0.802364	0.802364
RNASEL	OPN3	Type 0	0.376917	0.376917
PHEX	OPN3	Type 0	0.223868	0.223868
COL1A2	PDGFRB	Type 0	0.355131	0.355131
PTGFR	PDGFRB	Type 0	0.259648	0.259648
COL1A1	PDGFRB	Type 0	0.816242	0.816242
PDGFRB	LUM	Type 0	0.225499	0.225499
PDGFRB	TNFRSF11B	Type 0	1.000000	1.000000
PDGFRB	POSTN	Type 0	0.326316	0.326316
PDGFRB	DCN	Type 0	0.236741	0.236741
PDGFRB	COL3A1	Type 0	0.611237	0.611237
PDGFRB	ADAMTS2	Type 0	0.541074	0.541074
PDGFRB	TSLP	Type 0	0.252197	0.252197
PDGFRB	CACNA1C	Type 0	0.558659	0.558659
C10orf58	CELSR2	Type 0	0.297840	0.297840
ARHGEF4	CELSR2	Type 0	0.300129	0.300129
CAMK2D	CELSR2	Type 0	0.293794	0.293794
LYPD6	CELSR2	Type 0	0.485870	0.485870
RP1-21O18.1	CELSR2	Type 0	0.410538	0.410538
CELSR2	HS6ST1	Type 0	0.252713	0.252713
CELSR2	RP1-21O18.1	Type 0	0.498079	0.498079
PROS1	ARL13B	Type 0	0.455847	0.455847
TRPC1	ARL13B	Type 0	0.217896	0.217896
LRRC8C	ARL13B	Type 0	0.266921	0.266921
IKIP	ARL13B	Type 0	0.792202	0.792202
SOAT1	ARL13B	Type 0	0.232898	0.232898
LOC619208	ARL13B	Type 0	0.292778	0.292778
ARL13B	PROS1	Type 0	0.544153	0.544153
FSTL1	SULF1	Type 0	0.315503	0.315503
POSTN	SULF1	Type 0	0.591405	0.591405
HEG1	SULF1	Type 0	0.248843	0.248843
SULF1	POSTN	Type 0	0.358421	0.358421
ZSCAN18	ZNF329	Type 0	0.293831	0.293831
ZNF350	ZNF329	Type 0	0.360847	0.360847
ZNF256	ZNF329	Type 0	0.222832	0.222832
ZNF559	ZNF329	Type 0	0.294361	0.294361
ZNF329	MFSD2	Type 0	0.359536	0.359536
ZNF329	ZNF32	Type 0	0.298007	0.298007
CDC25A	POLR3K	Type 0	0.714475	0.714475
SLC25A19	POLR3K	Type 0	0.511625	0.511625
PDSS1	POLR3K	Type 0	0.358772	0.358772
POLR3K	SSPN	Type 0	0.299807	0.299807
POLR3K	JUN	Type 0	0.303950	0.303950
POLR3K	LOC201164	Type 0	0.437909	0.437909
POLR3K	BHLHB3	Type 0	0.225100	0.225100
POLR3K	ODF2L	Type 0	0.271988	0.271988
POLR3K	KLF6	Type 0	0.514915	0.514915
POLR3K	SLC25A19	Type 0	0.488375	0.488375
POLR3K	TARS2	Type 0	0.265018	0.265018
FXYD5	LIN7A	Type 0	0.605601	0.605601
ACSS3	LIN7A	Type 0	0.499206	0.499206
LIN7A	PLCB1	Type 0	0.258597	0.258597
LIN7A	ACSS3	Type 0	0.500794	0.500794
FGF13	TSPAN7	Type 0	0.319273	0.319273
PAX3	TSPAN7	Type 0	0.284748	0.284748
NUDT11	TSPAN7	Type 0	0.300132	0.300132
PLCL1	TSPAN7	Type 0	0.220503	0.220503
GADD45B	TSPAN7	Type 0	0.265263	0.265263
CHGA	TSPAN7	Type 0	0.297749	0.297749
TSPAN7	PELI2	Type 0	0.228407	0.228407
CLIC5	LOC286191	Type 0	0.322616	0.322616
ELOVL5	LOC286191	Type 0	0.496438	0.496438
HOXB9	LOC286191	Type 0	0.279597	0.279597
FNBP1	LOC286191	Type 0	0.286699	0.286699
RPESP	LOC286191	Type 0	0.480606	0.480606
GJC2	LOC286191	Type 0	0.243418	0.243418
CAPN9	LOC286191	Type 0	0.221694	0.221694
SLC44A4	LOC286191	Type 0	0.205577	0.205577
LOC286191	RPESP	Type 0	0.519394	0.519394
LOC286191	SH3GL2	Type 0	0.866224	0.866224
LOC286191	LCMT2	Type 0	0.274815	0.274815
PRY	MYF5	Type 0	0.285714	0.285714
MYF5	FAM104B	Type 0	0.647747	0.647747
GALNT3	GRAMD1C	Type 0	0.297834	0.297834
SLC44A3	GRAMD1C	Type 0	0.297411	0.297411
CGN	GRAMD1C	Type 0	0.502600	0.502600
MTMR11	GRAMD1C	Type 0	0.998819	0.998819
C9orf52	GRAMD1C	Type 0	0.235242	0.235242
SAP30	GRAMD1C	Type 0	0.291262	0.291262
KIAA1967	RSC1A1	Type 0	0.232448	0.232448
CENTB2	RSC1A1	Type 0	0.587270	0.587270
EXDL2	RSC1A1	Type 0	0.347605	0.347605
SASS6	RSC1A1	Type 0	0.265993	0.265993
CNOT6L	RSC1A1	Type 0	0.202504	0.202504
VPS13D	RSC1A1	Type 0	0.885932	0.885932
RSC1A1	TFCP2	Type 0	0.241888	0.241888
RSC1A1	MAPKAPK3	Type 0	0.336380	0.336380
RSC1A1	AGPAT3	Type 0	0.290859	0.290859
RSC1A1	CCL26	Type 0	0.338515	0.338515
ST14	SYK	Type 0	0.979674	0.979674
MYB	TSPAN4	Type 0	0.344372	0.344372
LOC493869	TSPAN4	Type 0	0.804127	0.804127
TSPAN4	CTSL1	Type 0	0.488702	0.488702
TSPAN4	RASSF8	Type 0	0.240523	0.240523
TSPAN4	PTPLA	Type 0	0.981768	0.981768
TSPAN4	KIRREL	Type 0	0.856533	0.856533
TSPAN4	MT2A	Type 0	0.421695	0.421695
TSPAN4	BTG2	Type 0	0.447962	0.447962
LIFR	PCDHA8	Type 0	0.412039	0.412039
PCDHA12	PCDHA8	Type 0	0.226316	0.226316
LONRF2	PCDHA8	Type 0	0.200734	0.200734
PCDHA8	RADIL	Type 0	0.320777	0.320777
PCDHA8	PCDHA3	Type 0	0.241279	0.241279
PCDHA8	LONRF2	Type 0	0.292534	0.292534
PCDHA8	PCDHA1	Type 0	0.238926	0.238926
CYP2B7P1	CST9L	Type 0	0.815355	0.815355
IFRG15	CST9L	Type 0	0.278761	0.278761
CCDC82	CST9L	Type 0	0.236713	0.236713
TOB1	CST9L	Type 0	0.257999	0.257999
CST9L	OR12D3	Type 0	0.298982	0.298982
CST9L	PTCHD1	Type 0	0.269297	0.269297
CST9L	CHRDL2	Type 0	0.255408	0.255408
CST9L	ATP6V1G3	Type 0	0.296450	0.296450
CST9L	ABCC11	Type 0	0.300656	0.300656
DACT2	C12orf56	Type 0	0.297440	0.297440
GPNMB	PRDX1	Type 0	0.213936	0.213936
ROPN1	PRDX1	Type 0	0.339644	0.339644
CAPN3	PRDX1	Type 0	0.951510	0.951510
SILV	PRDX1	Type 0	0.425431	0.425431
PEO1	PUS1	Type 0	0.718114	0.718114
DDX21	PUS1	Type 0	0.287122	0.287122
PUS1	ARRDC3	Type 0	0.452703	0.452703
PUS1	SLC5A6	Type 0	0.254304	0.254304
PUS1	CDKN2D	Type 0	0.298085	0.298085
PUS1	JOSD3	Type 0	0.257715	0.257715
PUS1	CTRL	Type 0	0.689335	0.689335
PUS1	PRMT1	Type 0	0.210494	0.210494
PUS1	PEO1	Type 0	0.245035	0.245035
PUS1	PDCD11	Type 0	0.233862	0.233862
MVP	CD97	Type 0	0.337750	0.337750
CD97	KCNN4	Type 0	0.207128	0.207128
DZIP1L	KIF7	Type 0	0.237522	0.237522
DZIP1	KIF7	Type 0	0.302835	0.302835
CHST3	KIF7	Type 0	0.291234	0.291234
SGCB	KIF7	Type 0	0.999549	0.999549
KIF7	EN1	Type 0	0.979469	0.979469
ARHGAP20	SLCO1C1	Type 0	0.209653	0.209653
TTC6	SLCO1C1	Type 0	0.464511	0.464511
MBTPS2	SLCO1C1	Type 0	0.319821	0.319821
MCHR2	SLCO1C1	Type 0	0.204962	0.204962
SLCO1C1	FAM9C	Type 0	0.230504	0.230504
SLCO1C1	TEKT5	Type 0	0.301212	0.301212
SLCO1C1	TRA2A	Type 0	0.859251	0.859251
SLCO1C1	PPEF1	Type 0	0.262970	0.262970
SLCO1C1	SPAG17	Type 0	0.292853	0.292853
SLCO1C1	TTC6	Type 0	0.363766	0.363766
SLCO1C1	MCHR2	Type 0	0.242174	0.242174
MANSC1	C4orf19	Type 0	0.297438	0.297438
LIX1L	C4orf19	Type 0	0.488204	0.488204
C4orf19	MOBKL2B	Type 0	0.501558	0.501558
C4orf19	FRMD3	Type 0	0.246166	0.246166
C4orf19	SOSTDC1	Type 0	0.242809	0.242809
RTP4	BTN3A1	Type 0	0.255593	0.255593
SLC9A9	BTN3A1	Type 0	0.272984	0.272984
PSMB9	BTN3A1	Type 0	0.241721	0.241721
HLA-B	BTN3A1	Type 0	0.368850	0.368850
BTN3A2	BTN3A1	Type 0	0.314323	0.314323
BTN3A1	C14orf159	Type 0	0.408571	0.408571
BTN3A1	BTN3A2	Type 0	0.592677	0.592677
ELOVL5	C22orf29	Type 0	0.302642	0.302642
RTN4R	C22orf29	Type 0	0.301837	0.301837
ENC1	C22orf29	Type 0	0.292572	0.292572
KRTAP3-1	C22orf29	Type 0	0.209489	0.209489
TK1	C22orf29	Type 0	0.200803	0.200803
DOCK2	LCP1	Type 0	0.288194	0.288194
CBFA2T3	FAM117A	Type 0	0.290598	0.290598
JUB	FAM117A	Type 0	0.201075	0.201075
MGC29506	FAM117A	Type 0	0.230111	0.230111
CLDN3	C14orf140	Type 0	0.458472	0.458472
GRB7	C14orf140	Type 0	0.982023	0.982023
AIFM3	C14orf140	Type 0	0.291726	0.291726
C1orf165	C14orf140	Type 0	0.293793	0.293793
KLRG1	INTS9	Type 0	0.462194	0.462194
RBM13	INTS9	Type 0	0.256751	0.256751
INTS10	INTS9	Type 0	0.263508	0.263508
CCDC25	INTS9	Type 0	0.262972	0.262972
ELP3	INTS9	Type 0	0.505063	0.505063
WRN	INTS9	Type 0	0.281820	0.281820
INTS9	HIST2H2BE	Type 0	0.439192	0.439192
INTS9	PBK	Type 0	0.298884	0.298884
INTS9	UBXD6	Type 0	0.458570	0.458570
INTS9	ELP3	Type 0	0.494937	0.494937
INTS9	WRN	Type 0	0.646125	0.646125
LPXN	REEP1	Type 0	0.259790	0.259790
RIMS4	REEP1	Type 0	0.399706	0.399706
REEP1	PRDM6	Type 0	0.287532	0.287532
REEP1	RAI2	Type 0	0.360108	0.360108
REEP1	STAMBPL1	Type 0	0.236111	0.236111
FGFBP2	SOX8	Type 0	0.246045	0.246045
CITED1	SOX8	Type 0	0.721666	0.721666
EGR3	SOX8	Type 0	0.301099	0.301099
KHDC1	SOX8	Type 0	0.234360	0.234360
SOX8	CITED1	Type 0	0.278334	0.278334
DNA2L	MED30	Type 0	0.318083	0.318083
DCC1	MED30	Type 0	0.265615	0.265615
SP4	MED30	Type 0	0.215407	0.215407
MTF2	MED30	Type 0	0.502249	0.502249
ATAD2	MED30	Type 0	0.268532	0.268532
MED30	PRMT6	Type 0	0.621812	0.621812
RTP4	BTN3A3	Type 0	0.299213	0.299213
SLC9A9	BTN3A3	Type 0	0.328456	0.328456
PSMB9	BTN3A3	Type 0	0.270716	0.270716
HLA-B	BTN3A3	Type 0	0.456125	0.456125
BTN3A2	BTN3A3	Type 0	0.266793	0.266793
BTN3A1	BTN3A3	Type 0	0.516775	0.516775
BTN3A3	PARP8	Type 0	0.297724	0.297724
BTN3A3	BTN3A1	Type 0	0.483225	0.483225
TJP3	HDHD3	Type 0	0.351090	0.351090
C9orf75	HDHD3	Type 0	0.366741	0.366741
PLEKHG6	HDHD3	Type 0	0.972626	0.972626
HDHD3	NCAM1	Type 0	0.201953	0.201953
HDHD3	CYTL1	Type 0	0.294372	0.294372
HDHD3	C10orf56	Type 0	0.273937	0.273937
HDHD3	CHSY1	Type 0	0.718129	0.718129
HDHD3	STCH	Type 0	0.219484	0.219484
HDHD3	C9orf75	Type 0	0.371388	0.371388
CXorf10	CDCA7L	Type 0	0.245702	0.245702
ACTG2	CDCA7L	Type 0	0.481295	0.481295
CDCA7L	ACTG2	Type 0	0.518705	0.518705
SPINK1	APOH	Type 0	0.257500	0.257500
TM4SF4	APOH	Type 0	0.335638	0.335638
TTR	APOH	Type 0	0.816371	0.816371
APOH	F5	Type 0	0.286458	0.286458
APOH	LIMS2	Type 0	0.248235	0.248235
APOH	C6orf117	Type 0	0.233890	0.233890
APOH	IGF2	Type 0	0.377579	0.377579
APOH	TRMT12	Type 0	0.265421	0.265421
LAD1	SLC12A9	Type 0	0.376010	0.376010
PLOD3	SLC12A9	Type 0	0.626708	0.626708
PILRB	SLC12A9	Type 0	0.273250	0.273250
POR	SLC12A9	Type 0	0.499795	0.499795
SLC12A9	PLOD3	Type 0	0.277847	0.277847
SLC12A9	CYP51A1	Type 0	0.352507	0.352507
SLC12A9	C7orf53	Type 0	0.213581	0.213581
SLC12A9	SLC26A6	Type 0	0.236797	0.236797
SLC12A9	PILRB	Type 0	0.630295	0.630295
SLC12A9	IMPDH1	Type 0	0.286582	0.286582
SLC12A9	POR	Type 0	0.500205	0.500205
UGT1A10	UGT1A9	Type 0	0.227766	0.227766
KRT19	KRT19P2	Type 0	0.455627	0.455627
KRT6A	KRT19P2	Type 0	0.599481	0.599481
KRT19P2	KRT19	Type 0	0.544373	0.544373
KRT19P2	MSX2	Type 0	0.241787	0.241787
KRT19P2	SNORD116@	Type 0	0.645751	0.645751
RTP4	ZC3HAV1	Type 0	0.947173	0.947173
PSMB9	ZC3HAV1	Type 0	0.364629	0.364629
ZC3HAV1	C6orf150	Type 0	0.919596	0.919596
LYAR	CHORDC1	Type 0	0.283518	0.283518
CTSD	CHORDC1	Type 0	0.322484	0.322484
TIPIN	CHORDC1	Type 0	0.998723	0.998723
CHORDC1	IRF2BP2	Type 0	0.208374	0.208374
CDH3	PCTK3	Type 0	0.298365	0.298365
EPPK1	PCTK3	Type 0	0.994072	0.994072
GJB4	PCTK3	Type 0	0.395775	0.395775
CORO2A	PCTK3	Type 0	0.404479	0.404479
GALNT3	ZNF177	Type 0	0.229310	0.229310
ZNF569	ZNF177	Type 0	0.477481	0.477481
ZNF559	ZNF177	Type 0	0.480493	0.480493
C19orf18	ZNF177	Type 0	0.293145	0.293145
ZNF665	ZNF177	Type 0	0.651981	0.651981
ZNF610	ZNF177	Type 0	0.311881	0.311881
ZNF177	ZNF215	Type 0	0.525167	0.525167
ZNF177	ZNF559	Type 0	0.519507	0.519507
ZNF177	C19orf18	Type 0	0.278561	0.278561
ZNF177	ZNF329	Type 0	0.933132	0.933132
STRBP	PANX1	Type 0	0.236298	0.236298
PRIC285	PANX1	Type 0	0.330990	0.330990
PTPN21	PANX1	Type 0	0.264132	0.264132
LENG4	PANX1	Type 0	0.651092	0.651092
PANX1	FAM46B	Type 0	0.244597	0.244597
PANX1	CCDC19	Type 0	1.000000	1.000000
PANX1	GPD1L	Type 0	0.295402	0.295402
PANX1	CORO1C	Type 0	0.805031	0.805031
PANX1	C1GALT1	Type 0	0.338106	0.338106
PANX1	C14orf126	Type 0	0.288172	0.288172
LOC493869	RAGE	Type 0	0.272818	0.272818
KIRREL	RAGE	Type 0	0.998923	0.998923
ROBO4	RAGE	Type 0	0.335319	0.335319
KCNIP3	RAGE	Type 0	0.377114	0.377114
RAGE	BST1	Type 0	0.522587	0.522587
ANXA3	FRAS1	Type 0	0.996753	0.996753
SLC27A2	FRAS1	Type 0	0.404095	0.404095
KRBA1	FRAS1	Type 0	0.294661	0.294661
RTN4R	FRAS1	Type 0	0.232919	0.232919
ZNRF3	FRAS1	Type 0	0.267319	0.267319
RASSF7	FRAS1	Type 0	0.299176	0.299176
UGT1A4	KIAA1826	Type 0	0.217789	0.217789
SPATA20	KIAA1826	Type 0	0.342629	0.342629
SULT1A1	KIAA1826	Type 0	0.445630	0.445630
KIAA1826	LYG2	Type 0	0.960119	0.960119
KIAA1826	MYOC	Type 0	0.236611	0.236611
UGT1A10	UGT1A4	Type 0	0.244093	0.244093
UGT1A9	UGT1A4	Type 0	0.503678	0.503678
UGT1A4	UGT1A10	Type 0	0.630461	0.630461
UGT1A4	UGT1A9	Type 0	0.496322	0.496322
SERPINE1	SLC22A4	Type 0	0.436067	0.436067
MARCKSL1	SLC22A4	Type 0	0.481492	0.481492
HRH1	SLC22A4	Type 0	0.204082	0.204082
SLC22A4	MARCKSL1	Type 0	0.283599	0.283599
AHNAK	PQLC3	Type 0	0.226821	0.226821
PROX1	PQLC3	Type 0	0.295958	0.295958
PCDH10	PQLC3	Type 0	0.292720	0.292720
BLVRB	PQLC3	Type 0	0.999743	0.999743
PQLC3	MFSD2	Type 0	0.298790	0.298790
TUBA4A	LASS1	Type 0	0.292984	0.292984
FAM69B	LASS1	Type 0	0.649740	0.649740
RIMS4	LASS1	Type 0	0.512434	0.512434
VAX2	LASS1	Type 0	0.380562	0.380562
LASS1	NPTX2	Type 0	0.223674	0.223674
LASS1	TUBA4A	Type 0	0.699395	0.699395
LASS1	LINGO1	Type 0	0.239623	0.239623
LASS1	NAT8L	Type 0	0.329405	0.329405
LASS1	FAM69B	Type 0	0.286401	0.286401
LASS1	PTPRE	Type 0	0.219003	0.219003
LASS1	EMX2	Type 0	0.301255	0.301255
LASS1	TMSB4X	Type 0	0.297645	0.297645
LASS1	BAI1	Type 0	0.297170	0.297170
LASS1	LRFN5	Type 0	0.251390	0.251390
LASS1	PRRT1	Type 0	0.375045	0.375045
MAL2	HOOK1	Type 0	0.271895	0.271895
CYR61	NUAK1	Type 0	0.408184	0.408184
LIFR	PCDHA6	Type 0	0.365586	0.365586
PCDHA12	PCDHA6	Type 0	0.240564	0.240564
PCDHAC2	PCDHA6	Type 0	0.339722	0.339722
PCDHA8	PCDHA6	Type 0	0.222396	0.222396
PCDHA6	TSPYL5	Type 0	0.414250	0.414250
PCDHA6	PCDHA12	Type 0	0.272270	0.272270
PCDHA6	THSD7A	Type 0	0.319404	0.319404
PCDHA6	MB	Type 0	0.293645	0.293645
PCDHA6	PCDHA4	Type 0	0.213890	0.213890
PCDHA6	DENND1A	Type 0	0.275168	0.275168
PCDHA6	PCDHAC2	Type 0	0.586967	0.586967
PCDHA6	PCDHA8	Type 0	0.647224	0.647224
SDC4	GPATCH4	Type 0	0.221113	0.221113
ANKRD9	GPATCH4	Type 0	0.449976	0.449976
TIPIN	GPATCH4	Type 0	0.292683	0.292683
POLR3K	GPATCH4	Type 0	0.970272	0.970272
GPATCH4	TOR3A	Type 0	0.282132	0.282132
GPATCH4	UTP3	Type 0	0.319142	0.319142
GPATCH4	TOMM40L	Type 0	0.998149	0.998149
